,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,Wsets,Lsets,Comment,PSW,PSL,elo_winner,elo_loser,proba_elo,recentft0,recentft1,recentft2,recentft3,recentft4,recentft5,recentft6
5522,,,,,,,,,,,,,,,,,,,,,,48.0,0.0,5.0,3.0,0.0,1.0,0.0
5523,,,,,,,,,,,,,,,,,,,,,,59.0,0.0,5.0,3.0,0.0,1.0,0.0
5524,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,42.0,3.0,0.0,1.0,0.0
5525,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,65.0,3.0,1.0,1.0,0.0
5526,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,38.0,3.0,0.0,1.0,0.0
5527,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,120.0,3.0,0.0,1.0,1.0
5528,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,12.0,3.0,0.0,1.0,0.0
5529,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,4.0,3.0,1.0,1.0,0.0
5530,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,28.0,3.0,1.0,1.0,0.0
5531,,,,,,,,,,,,,,,,,,,,,,62.0,0.0,110.0,3.0,0.0,0.0,1.0
5532,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,28.0,3.0,0.0,1.0,1.0
5533,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,12.0,3.0,0.0,1.0,0.0
5534,,,,,,,,,,,,,,,,,,,,,,132.0,0.0,76.0,5.0,1.0,1.0,0.0
5535,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,56.0,3.0,1.0,1.0,0.0
5536,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,15.0,3.0,0.0,1.0,0.0
5537,,,,,,,,,,,,,,,,,,,,,,62.0,0.0,34.0,3.0,0.0,1.0,0.0
5538,,,,,,,,,,,,,,,,,,,,,,63.0,0.0,35.0,3.0,1.0,1.0,0.0
5539,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,16.0,3.0,0.0,1.0,0.0
5540,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,12.0,3.0,0.0,1.0,0.0
5541,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5542,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,2.0,3.0,1.0,1.0,0.0
5543,,,,,,,,,,,,,,,,,,,,,,92.0,0.0,46.0,3.0,0.0,1.0,0.0
5544,,,,,,,,,,,,,,,,,,,,,,76.0,0.0,48.0,3.0,1.0,1.0,0.0
5545,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,34.0,3.0,1.0,1.0,0.0
5546,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,42.0,3.0,1.0,1.0,0.0
5547,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,3.0,3.0,1.0,1.0,1.0
5548,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,83.0,3.0,0.0,1.0,0.0
5549,,,,,,,,,,,,,,,,,,,,,,131.0,0.0,21.0,5.0,1.0,1.0,0.0
5550,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,15.0,3.0,1.0,1.0,1.0
5551,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,174.0,3.0,1.0,1.0,1.0
5552,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,66.0,3.0,,0.0,1.0
5553,,,,,,,,,,,,,,,,,,,,,,68.0,0.0,19.0,3.0,1.0,1.0,0.0
5554,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,3.0,0.0,1.0,0.0
5555,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,66.0,3.0,0.0,1.0,1.0
5556,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,16.0,3.0,0.0,1.0,0.0
5557,,,,,,,,,,,,,,,,,,,,,,140.0,0.0,81.0,3.0,0.0,1.0,0.0
5558,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,38.0,3.0,0.0,1.0,1.0
5559,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,304.0,3.0,0.0,1.0,0.0
5560,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,115.0,3.0,0.0,1.0,0.0
5561,,,,,,,,,,,,,,,,,,,,,,63.0,0.0,20.0,3.0,0.0,1.0,0.0
5562,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,83.0,3.0,1.0,1.0,0.0
5563,,,,,,,,,,,,,,,,,,,,,,64.0,0.0,95.0,3.0,0.0,1.0,0.0
5564,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,189.0,3.0,0.0,1.0,1.0
5565,,,,,,,,,,,,,,,,,,,,,,70.0,0.0,10.0,3.0,0.0,1.0,0.0
5566,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,44.0,3.0,0.0,1.0,0.0
5567,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,90.0,3.0,0.0,1.0,0.0
5568,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,22.0,3.0,0.0,1.0,0.0
5569,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,6.0,3.0,0.0,1.0,0.0
5570,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,235.0,3.0,0.0,1.0,0.0
5571,,,,,,,,,,,,,,,,,,,,,,69.0,0.0,64.0,3.0,1.0,1.0,0.0
5572,,,,,,,,,,,,,,,,,,,,,,134.0,0.0,76.0,5.0,1.0,1.0,0.0
5573,,,,,,,,,,,,,,,,,,,,,,60.0,0.0,8.0,3.0,1.0,1.0,0.0
5574,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,28.0,3.0,0.0,1.0,1.0
5575,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,15.0,3.0,1.0,1.0,1.0
5576,,,,,,,,,,,,,,,,,,,,,,62.0,0.0,4.0,3.0,0.0,1.0,0.0
5577,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,83.0,3.0,0.0,1.0,0.0
5578,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,4.0,3.0,0.0,1.0,0.0
5579,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,28.0,3.0,1.0,1.0,0.0
5580,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,42.0,3.0,1.0,1.0,0.0
5581,,,,,,,,,,,,,,,,,,,,,,62.0,0.0,25.0,3.0,0.0,1.0,0.0
5582,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,66.0,3.0,,0.0,1.0
5583,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,16.0,3.0,0.0,1.0,0.0
5584,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,42.0,3.0,0.0,1.0,0.0
5585,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,12.0,3.0,0.0,1.0,0.0
5586,,,,,,,,,,,,,,,,,,,,,,67.0,0.0,34.0,3.0,0.0,1.0,0.0
5587,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,38.0,3.0,0.0,1.0,0.0
5588,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,235.0,3.0,0.0,1.0,0.0
5589,,,,,,,,,,,,,,,,,,,,,,65.0,0.0,35.0,3.0,1.0,1.0,0.0
5590,,,,,,,,,,,,,,,,,,,,,,46.0,0.0,4.0,3.0,0.0,1.0,0.0
5591,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,22.0,3.0,0.0,1.0,0.0
5592,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,2.0,3.0,1.0,1.0,0.0
5593,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,44.0,3.0,0.0,1.0,0.0
5594,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,15.0,3.0,0.0,1.0,0.0
5595,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,189.0,3.0,0.0,1.0,1.0
5596,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,31.0,3.0,0.0,1.0,0.0
5597,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,12.0,3.0,0.0,1.0,0.0
5598,,,,,,,,,,,,,,,,,,,,,,64.0,0.0,7.0,3.0,0.0,1.0,0.0
5599,,,,,,,,,,,,,,,,,,,,,,77.0,0.0,48.0,3.0,1.0,1.0,0.0
5600,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,38.0,3.0,0.0,1.0,1.0
5601,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,115.0,3.0,0.0,1.0,0.0
5602,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,83.0,3.0,1.0,1.0,0.0
5603,,,,,,,,,,,,,,,,,,,,,,73.0,0.0,46.0,3.0,0.0,1.0,0.0
5604,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,42.0,3.0,0.0,1.0,0.0
5605,,,,,,,,,,,,,,,,,,,,,,63.0,0.0,4.0,3.0,0.0,1.0,0.0
5606,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,28.0,3.0,0.0,1.0,1.0
5607,,,,,,,,,,,,,,,,,,,,,,135.0,0.0,76.0,5.0,1.0,1.0,0.0
5608,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,4.0,3.0,0.0,1.0,0.0
5609,,,,,,,,,,,,,,,,,,,,,,68.0,0.0,34.0,3.0,0.0,1.0,0.0
5610,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,2.0,3.0,1.0,1.0,0.0
5611,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,31.0,3.0,0.0,1.0,0.0
5612,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,235.0,3.0,0.0,1.0,0.0
5613,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,83.0,3.0,1.0,1.0,0.0
5614,,,,,,,,,,,,,,,,,,,,,,47.0,0.0,4.0,3.0,0.0,1.0,0.0
5615,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,15.0,3.0,0.0,1.0,0.0
5616,,,,,,,,,,,,,,,,,,,,,,65.0,0.0,7.0,3.0,0.0,1.0,0.0
5617,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,38.0,3.0,0.0,1.0,1.0
5618,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,42.0,3.0,1.0,1.0,0.0
5619,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,66.0,3.0,,0.0,1.0
5620,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,42.0,3.0,1.0,1.0,0.0
5621,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,4.0,3.0,0.0,1.0,0.0
5622,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,28.0,3.0,0.0,1.0,1.0
5623,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,42.0,3.0,0.0,1.0,0.0
5624,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,235.0,3.0,0.0,1.0,0.0
5625,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,2.0,3.0,1.0,1.0,0.0
5626,,,,,,,,,,,,,,,,,,,,,,48.0,0.0,4.0,3.0,0.0,1.0,0.0
5627,,,,,,,,,,,,,,,,,,,,,,66.0,0.0,7.0,3.0,0.0,1.0,0.0
5628,,,,,,,,,,,,,,,,,,,,,,49.0,0.0,4.0,3.0,0.0,1.0,0.0
5629,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,235.0,3.0,0.0,1.0,0.0
5630,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,28.0,3.0,0.0,1.0,1.0
5631,,,,,,,,,,,,,,,,,,,,,,13.0,0.0,42.0,3.0,1.0,1.0,0.0
5632,,,,,,,,,,,,,,,,,,,,,,12.0,0.0,73.0,3.0,,0.0,1.0
5633,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5634,,,,,,,,,,,,,,,,,,,,,,87.0,0.0,29.0,3.0,0.0,1.0,0.0
5635,,,,,,,,,,,,,,,,,,,,,,68.0,0.0,3.0,3.0,0.0,1.0,0.0
5636,,,,,,,,,,,,,,,,,,,,,,117.0,0.0,23.0,3.0,0.0,1.0,0.0
5637,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,10.0,3.0,,0.0,1.0
5638,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,80.0,3.0,1.0,1.0,0.0
5639,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5640,,,,,,,,,,,,,,,,,,,,,,139.0,0.0,84.0,5.0,0.0,1.0,0.0
5641,,,,,,,,,,,,,,,,,,,,,,74.0,0.0,22.0,3.0,0.0,1.0,0.0
5642,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,4.0,3.0,0.0,1.0,0.0
5643,,,,,,,,,,,,,,,,,,,,,,111.0,0.0,98.0,3.0,0.0,1.0,0.0
5644,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,5.0,3.0,0.0,1.0,0.0
5645,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5646,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,49.0,3.0,0.0,1.0,0.0
5647,,,,,,,,,,,,,,,,,,,,,,12.0,0.0,16.0,3.0,1.0,1.0,0.0
5648,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,126.0,3.0,1.0,1.0,0.0
5649,,,,,,,,,,,,,,,,,,,,,,13.0,0.0,122.0,3.0,0.0,1.0,0.0
5650,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,235.0,3.0,0.0,1.0,0.0
5651,,,,,,,,,,,,,,,,,,,,,,110.0,0.0,21.0,3.0,0.0,1.0,0.0
5652,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,174.0,3.0,1.0,1.0,0.0
5653,,,,,,,,,,,,,,,,,,,,,,13.0,0.0,106.0,3.0,0.0,1.0,0.0
5654,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,6.0,3.0,,0.0,1.0
5655,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5656,,,,,,,,,,,,,,,,,,,,,,87.0,0.0,69.0,3.0,,0.0,1.0
5657,,,,,,,,,,,,,,,,,,,,,,12.0,0.0,28.0,3.0,0.0,1.0,1.0
5658,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,5.0,3.0,1.0,1.0,0.0
5659,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,18.0,3.0,0.0,1.0,0.0
5660,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,16.0,3.0,0.0,1.0,0.0
5661,,,,,,,,,,,,,,,,,,,,,,91.0,0.0,60.0,3.0,1.0,1.0,0.0
5662,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,84.0,3.0,0.0,1.0,0.0
5663,,,,,,,,,,,,,,,,,,,,,,117.0,0.0,58.0,3.0,1.0,1.0,0.0
5664,,,,,,,,,,,,,,,,,,,,,,53.0,0.0,4.0,3.0,1.0,1.0,1.0
5665,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,72.0,3.0,1.0,1.0,0.0
5666,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,68.0,3.0,1.0,1.0,0.0
5667,,,,,,,,,,,,,,,,,,,,,,66.0,0.0,4.0,3.0,0.0,1.0,0.0
5668,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,42.0,3.0,0.0,1.0,0.0
5669,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,11.0,3.0,0.0,1.0,0.0
5670,,,,,,,,,,,,,,,,,,,,,,14.0,0.0,95.0,3.0,0.0,1.0,0.0
5671,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,56.0,3.0,0.0,1.0,0.0
5672,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,126.0,3.0,0.0,1.0,0.0
5673,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5674,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,43.0,3.0,0.0,1.0,0.0
5675,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,66.0,3.0,0.0,1.0,0.0
5676,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,49.0,3.0,0.0,1.0,0.0
5677,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5678,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,87.0,3.0,0.0,1.0,0.0
5679,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5680,,,,,,,,,,,,,,,,,,,,,,12.0,0.0,6.0,3.0,0.0,1.0,0.0
5681,,,,,,,,,,,,,,,,,,,,,,13.0,0.0,3.0,3.0,0.0,1.0,1.0
5682,,,,,,,,,,,,,,,,,,,,,,51.0,0.0,6.0,3.0,0.0,1.0,1.0
5683,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,74.0,3.0,0.0,1.0,0.0
5684,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,4.0,3.0,0.0,1.0,0.0
5685,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,5.0,3.0,0.0,1.0,0.0
5686,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,68.0,3.0,0.0,1.0,0.0
5687,,,,,,,,,,,,,,,,,,,,,,12.0,0.0,31.0,3.0,0.0,1.0,0.0
5688,,,,,,,,,,,,,,,,,,,,,,12.0,0.0,35.0,3.0,1.0,1.0,1.0
5689,,,,,,,,,,,,,,,,,,,,,,13.0,0.0,63.0,3.0,0.0,1.0,0.0
5690,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,120.0,3.0,0.0,1.0,0.0
5691,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,68.0,3.0,1.0,1.0,0.0
5692,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,24.0,3.0,0.0,1.0,0.0
5693,,,,,,,,,,,,,,,,,,,,,,139.0,0.0,63.0,5.0,1.0,1.0,0.0
5694,,,,,,,,,,,,,,,,,,,,,,13.0,0.0,88.0,3.0,1.0,1.0,0.0
5695,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5696,,,,,,,,,,,,,,,,,,,,,,57.0,0.0,5.0,3.0,0.0,1.0,0.0
5697,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,42.0,3.0,1.0,1.0,0.0
5698,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,67.0,3.0,1.0,1.0,0.0
5699,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,66.0,3.0,1.0,1.0,0.0
5700,,,,,,,,,,,,,,,,,,,,,,15.0,0.0,54.0,3.0,1.0,1.0,0.0
5701,,,,,,,,,,,,,,,,,,,,,,14.0,0.0,94.0,3.0,0.0,1.0,0.0
5702,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,68.0,3.0,1.0,1.0,0.0
5703,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,31.0,3.0,0.0,1.0,0.0
5704,,,,,,,,,,,,,,,,,,,,,,16.0,0.0,275.0,3.0,0.0,1.0,1.0
5705,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,77.0,3.0,1.0,1.0,1.0
5706,,,,,,,,,,,,,,,,,,,,,,14.0,0.0,120.0,3.0,1.0,1.0,0.0
5707,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,58.0,3.0,0.0,1.0,0.0
5708,,,,,,,,,,,,,,,,,,,,,,14.0,0.0,4.0,3.0,1.0,1.0,1.0
5709,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,24.0,3.0,0.0,1.0,0.0
5710,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,43.0,3.0,1.0,1.0,0.0
5711,,,,,,,,,,,,,,,,,,,,,,112.0,0.0,68.0,3.0,0.0,1.0,0.0
5712,,,,,,,,,,,,,,,,,,,,,,68.0,0.0,3.0,3.0,0.0,1.0,0.0
5713,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,34.0,3.0,1.0,1.0,0.0
5714,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,77.0,3.0,0.0,1.0,0.0
5715,,,,,,,,,,,,,,,,,,,,,,15.0,0.0,345.0,3.0,0.0,1.0,1.0
5716,,,,,,,,,,,,,,,,,,,,,,51.0,0.0,4.0,3.0,1.0,1.0,0.0
5717,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,77.0,3.0,0.0,1.0,0.0
5718,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,34.0,3.0,0.0,1.0,0.0
5719,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,92.0,3.0,0.0,1.0,0.0
5720,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,6.0,3.0,0.0,1.0,0.0
5721,,,,,,,,,,,,,,,,,,,,,,14.0,0.0,205.0,3.0,0.0,1.0,1.0
5722,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,15.0,3.0,0.0,1.0,0.0
5723,,,,,,,,,,,,,,,,,,,,,,111.0,0.0,98.0,3.0,0.0,1.0,0.0
5724,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,97.0,3.0,1.0,1.0,1.0
5725,,,,,,,,,,,,,,,,,,,,,,14.0,0.0,77.0,3.0,0.0,1.0,0.0
5726,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,21.0,3.0,1.0,1.0,0.0
5727,,,,,,,,,,,,,,,,,,,,,,14.0,0.0,25.0,3.0,1.0,1.0,0.0
5728,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,77.0,3.0,0.0,1.0,0.0
5729,,,,,,,,,,,,,,,,,,,,,,90.0,0.0,44.0,3.0,1.0,1.0,0.0
5730,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,67.0,3.0,0.0,1.0,0.0
5731,,,,,,,,,,,,,,,,,,,,,,13.0,0.0,22.0,3.0,0.0,1.0,0.0
5732,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,49.0,3.0,0.0,1.0,1.0
5733,,,,,,,,,,,,,,,,,,,,,,78.0,0.0,44.0,3.0,0.0,1.0,0.0
5734,,,,,,,,,,,,,,,,,,,,,,52.0,0.0,4.0,3.0,0.0,1.0,0.0
5735,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,38.0,3.0,0.0,1.0,0.0
5736,,,,,,,,,,,,,,,,,,,,,,13.0,0.0,44.0,3.0,0.0,1.0,1.0
5737,,,,,,,,,,,,,,,,,,,,,,119.0,0.0,80.0,3.0,0.0,1.0,0.0
5738,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,67.0,3.0,0.0,1.0,0.0
5739,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,49.0,3.0,0.0,1.0,0.0
5740,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,10.0,3.0,0.0,1.0,0.0
5741,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5742,,,,,,,,,,,,,,,,,,,,,,119.0,0.0,112.0,3.0,0.0,1.0,0.0
5743,,,,,,,,,,,,,,,,,,,,,,12.0,0.0,2.0,3.0,0.0,1.0,0.0
5744,,,,,,,,,,,,,,,,,,,,,,13.0,0.0,55.0,3.0,0.0,1.0,0.0
5745,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,5.0,3.0,0.0,1.0,0.0
5746,,,,,,,,,,,,,,,,,,,,,,13.0,0.0,17.0,3.0,1.0,1.0,0.0
5747,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,31.0,3.0,1.0,1.0,1.0
5748,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,92.0,3.0,1.0,1.0,0.0
5749,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,46.0,3.0,1.0,1.0,0.0
5750,,,,,,,,,,,,,,,,,,,,,,71.0,0.0,54.0,3.0,1.0,1.0,0.0
5751,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,59.0,3.0,0.0,0.0,1.0
5752,,,,,,,,,,,,,,,,,,,,,,70.0,0.0,21.0,3.0,0.0,1.0,0.0
5753,,,,,,,,,,,,,,,,,,,,,,14.0,0.0,35.0,3.0,1.0,1.0,0.0
5754,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,31.0,3.0,1.0,1.0,1.0
5755,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,43.0,3.0,0.0,1.0,1.0
5756,,,,,,,,,,,,,,,,,,,,,,13.0,0.0,42.0,3.0,0.0,1.0,0.0
5757,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,80.0,3.0,0.0,1.0,1.0
5758,,,,,,,,,,,,,,,,,,,,,,53.0,0.0,9.0,3.0,1.0,1.0,1.0
5759,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5760,,,,,,,,,,,,,,,,,,,,,,141.0,0.0,84.0,5.0,0.0,1.0,0.0
5761,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,80.0,3.0,1.0,1.0,0.0
5762,,,,,,,,,,,,,,,,,,,,,,12.0,0.0,120.0,3.0,0.0,1.0,0.0
5763,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,49.0,3.0,0.0,1.0,0.0
5764,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,4.0,3.0,0.0,1.0,0.0
5765,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,84.0,3.0,0.0,1.0,0.0
5766,,,,,,,,,,,,,,,,,,,,,,14.0,0.0,35.0,3.0,1.0,1.0,1.0
5767,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,24.0,3.0,0.0,1.0,0.0
5768,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,4.0,3.0,0.0,1.0,0.0
5769,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,68.0,3.0,0.0,1.0,0.0
5770,,,,,,,,,,,,,,,,,,,,,,12.0,0.0,6.0,3.0,,0.0,1.0
5771,,,,,,,,,,,,,,,,,,,,,,13.0,0.0,174.0,3.0,1.0,1.0,0.0
5772,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,126.0,3.0,1.0,1.0,0.0
5773,,,,,,,,,,,,,,,,,,,,,,89.0,0.0,69.0,3.0,,0.0,1.0
5774,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,42.0,3.0,0.0,1.0,0.0
5775,,,,,,,,,,,,,,,,,,,,,,89.0,0.0,29.0,3.0,0.0,1.0,0.0
5776,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,49.0,3.0,0.0,1.0,0.0
5777,,,,,,,,,,,,,,,,,,,,,,14.0,0.0,6.0,3.0,0.0,1.0,0.0
5778,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,43.0,3.0,0.0,1.0,0.0
5779,,,,,,,,,,,,,,,,,,,,,,15.0,0.0,88.0,3.0,1.0,1.0,0.0
5780,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,87.0,3.0,0.0,1.0,0.0
5781,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,126.0,3.0,0.0,1.0,0.0
5782,,,,,,,,,,,,,,,,,,,,,,13.0,0.0,235.0,3.0,0.0,1.0,0.0
5783,,,,,,,,,,,,,,,,,,,,,,119.0,0.0,23.0,3.0,0.0,1.0,0.0
5784,,,,,,,,,,,,,,,,,,,,,,53.0,0.0,6.0,3.0,0.0,1.0,1.0
5785,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,5.0,3.0,0.0,1.0,0.0
5786,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,68.0,3.0,1.0,1.0,0.0
5787,,,,,,,,,,,,,,,,,,,,,,16.0,0.0,95.0,3.0,0.0,1.0,0.0
5788,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,5.0,3.0,1.0,1.0,0.0
5789,,,,,,,,,,,,,,,,,,,,,,55.0,0.0,4.0,3.0,1.0,1.0,1.0
5790,,,,,,,,,,,,,,,,,,,,,,12.0,0.0,16.0,3.0,0.0,1.0,0.0
5791,,,,,,,,,,,,,,,,,,,,,,14.0,0.0,73.0,3.0,,0.0,1.0
5792,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,21.0,3.0,1.0,1.0,0.0
